,wave.pagetitle,wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.waveurl,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.attendance.academic_year,ipeds.attendance.program_year,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,ipeds.avg_net_price.public,ipeds.avg_net_price.private
1147,Cosmetology School Bedford | Hair School Hurst | Beauty School Near Me,duvallschool.com,2.62,156,804,http://wave.webaim.org/report?url=duvallschool.com/,5,12,32,20,45,42,DuVall's School of Cosmetology,Bedford,TX,1,1,3,,0.0,,28716.0,,,,3,,108.0,,23928.0
1148,"Avenue Five Institute: Beauty & Massage School in Austin, TX",avenuefive.edu,5.52,188,791,http://wave.webaim.org/report?url=www.avenuefive.edu/,7,25,51,37,64,4,Avenue Five Institute,Austin,TX,1,1,3,,0.0,,17682.0,,,,3,,327.0,,14042.0
1149,"Avenue Five Institute: Beauty & Massage School in Austin, TX",avenuefive.edu,5.52,188,791,http://wave.webaim.org/report?url=www.avenuefive.edu/,7,25,51,37,64,4,Avenue Five Institute-South Austin Campus,Austin,TX,1,1,3,,0.0,,18278.0,,,,3,,109.0,,14876.0
1150,"Cosmetology & Beauty School in Chicago, IL | Paul Mitchell",paulmitchell.edu/chicago,3.04,81,466,http://wave.webaim.org/report?url=paulmitchell.edu/chicago,0,3,17,16,27,18,Paul Mitchell the School-Chicago,Chicago,IL,1,1,3,,0.0,,18698.0,,,,3,,209.0,,14993.0
1151,404 Not Found,strayer.edu/campus-locations/texas/north-austin,4.92,3,8,http://wave.webaim.org/report?url=www.strayer.edu/campus-locations/texas/north-austin,1,0,1,0,1,0,Strayer University-Texas,Farmers Branch,TX,3,4,3,,0.0,28284.0,,13515.0,13515.0,0.1167,1,,3089.0,,22089.0
1152,Compass College of Film & Media | Film School in Grand Rapids MI,compass.edu,3.62,198,845,http://wave.webaim.org/report?url=compass.edu/,4,12,24,7,27,124,Compass College of Film and Media,Grand Rapids,MI,3,3,2,0.2131,0.0,27000.0,,16800.0,16800.0,,1,,72.0,,22349.0
1153,"Vocational, Technical, Trade & Career School | Peloton College",pelotoncollege.edu,5.23,229,902,http://wave.webaim.org/report?url=www.pelotoncollege.edu/,5,9,21,56,39,99,Peloton College,Dallas,TX,1,2,3,,0.0,,23557.0,,,,2,,131.0,,18388.0
1154,"Vocational, Technical, Trade & Career School | Peloton College",pelotoncollege.edu,5.23,229,902,http://wave.webaim.org/report?url=www.pelotoncollege.edu/,5,9,21,56,39,99,Peloton College,Arlington,TX,1,1,3,,0.0,,24198.0,,,,2,,160.0,,18323.0
1155,Cosmetology & Beauty School in WA | Summit Salon Academy,summitsalonacademy.edu,4.92,374,1620,http://wave.webaim.org/report?url=www.summitsalonacademy.edu/,37,22,35,31,35,214,Summit Salon Academy,Tacoma,WA,1,1,3,,0.0,,19013.0,,,,2,,133.0,,16587.0
1156,Online Degrees | Touro University Worldwide,tuw.edu,3.82,443,1732,http://wave.webaim.org/report?url=https://www.tuw.edu/,9,14,107,25,89,199,Touro University Worldwide,Los Alamitos,CA,3,4,2,,0.0,27335.0,,14600.0,14600.0,0.1032,1,,494.0,,17031.0
1157,San Antonio | Concorde Career Colleges,concorde.edu/campus/san-antonio-texas,5.44,270,1097,http://wave.webaim.org/report?url=https://www.concorde.edu/campus/san-antonio-texas,16,10,40,47,52,105,Concorde Career College-San Antonio,San Antonio,TX,1,2,3,0.9806,0.0,,29492.0,,,0.6042,2,,519.0,,26314.0
1158,Institute of Medical and Business Careers | Official Site,imbc.edu,7.4,217,903,http://wave.webaim.org/report?url=https://www.imbc.edu/,5,3,60,20,24,105,Institute of Medical Careers,Pittsburgh,PA,1,2,3,,0.0,,24508.0,,,0.1176,2,,614.0,,11040.0
1159,"Helicopter Training - Mauna Loa Helicopters - Learn to Fly in Hawaii, USA",maunaloahelicopters.edu,5.22,369,1155,http://wave.webaim.org/report?url=maunaloahelicopters.edu/,4,11,10,6,29,309,Mauna Loa Helicopters,Kailua Kona,HI,1,1,3,,0.0,,,,,,3,,3.0,,
1160,"Hongkong Pools: Live HK Pools, Result HK Prize, Live Draw HK Hari Ini",diamondscosmetology.com,3.32,72,247,http://wave.webaim.org/report?url=www.diamondscosmetology.com/,7,2,41,7,8,7,Diamonds Cosmetology College,Sherman,TX,1,1,3,,0.0,,23314.0,,,,3,,55.0,,19457.0
1161,Northern Virginia School of Massage Therapy,nvschoolofmassage.com,3.72,97,651,http://wave.webaim.org/report?url=www.nvschoolofmassage.com/,5,5,40,13,31,3,Northern Virginia School of Therapeutic Massage,Falls Church,VA,1,1,3,,0.0,,,,,,3,,152.0,,
1162,Cosmetology & Beauty Schools in Utah | Taylor Andrews,taylorandrew.com,6.05,256,798,http://wave.webaim.org/report?url=www.taylorandrew.com/,17,33,58,28,43,77,Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,1,1,3,,0.0,,18127.0,,,,3,,180.0,,14179.0
1163,Cosmetology & Beauty Schools in Utah | Taylor Andrews,taylorandrew.com,6.05,256,798,http://wave.webaim.org/report?url=www.taylorandrew.com/,17,33,58,28,43,77,Taylor Andrews Academy of Hair Design-Provo,Provo,UT,1,1,3,,0.0,,22068.0,,,,3,,188.0,,19134.0
1164,School Of Cosmetology | Evolve Beauty Academy | United States,evolvebeautyacademy.edu,3.52,98,422,http://wave.webaim.org/report?url=evolvebeautyacademy.edu/,3,1,8,3,23,60,Evolve Beauty Academy,Washing,MO,1,1,3,,0.0,,12600.0,,,,3,,36.0,,10772.0
1165,Estelle Skin Care & Spa Institute - Best Chicago Esthetician School,estelle.edu,4.22,89,568,http://wave.webaim.org/report?url=www.estelle.edu/,16,10,15,21,26,1,Estelle Skin Care and Spa Institute,Skokie,IL,1,1,3,,0.0,,17963.0,,,,3,,151.0,,13944.0
1166,Amtec – Landing Page,amtec.edu,5.52,294,1141,http://wave.webaim.org/report?url=www.amtec.edu/,19,28,28,49,60,110,American Technical Institute,Bayamon,PR,1,1,3,,0.0,,7438.0,,,,3,,11.0,,3717.0
1167,"Top Beauty Schools in San Francisco and San Jose, CA - Cinta Aveda Institute",cintaaveda.edu,5.23,129,749,http://wave.webaim.org/report?url=www.cintaaveda.edu/,4,0,16,20,37,52,Cinta Aveda Institute,San Francisco,CA,1,1,3,,0.0,,23769.0,,,,3,,141.0,,20242.0
1168,Yeshiva Mayan HaTalmud,mayanhatalmud.org,2.02,186,452,http://wave.webaim.org/report?url=www.mayanhatalmud.org/,5,10,4,5,21,141,Keser Torah-Mayan Hatalmud,Lakewood,NJ,3,3,2,0.9375,0.0,15550.0,,10150.0,10150.0,,1,,88.0,,9885.0
1169,Best Care College (BCC),bestcarecollege.edu,2.82,138,426,http://wave.webaim.org/report?url=bestcarecollege.edu/,7,0,29,28,30,44,Best Care College,East Orange,NJ,1,1,3,,0.0,,,,,,2,,31.0,,
1170,Home | Protege A,protegeacademy.com,3.12,65,215,http://wave.webaim.org/report?url=www.protegeacademy.com/,0,0,9,18,9,29,Protege Academy,East Lansing,MI,1,1,3,,0.0,,14848.0,,,,3,,45.0,,10330.0
1171,Home | Protege A,protegeacademy.com,3.12,65,215,http://wave.webaim.org/report?url=www.protegeacademy.com/,0,0,9,18,9,29,Protege Academy,Mt. Pleasant,MI,1,1,3,,0.0,,15730.0,,,,3,,38.0,,12293.0
1172,"Summit Salon Academy Kokomo: Cosmetology, Barbering, Esthetics, Manicurist",kokomobeautyschool.com,3.02,100,488,http://wave.webaim.org/report?url=kokomobeautyschool.com/,0,15,25,15,14,31,Summit Salon Academy-Kokomo,Kokomo,IN,1,1,3,,0.0,,18008.0,,,,3,,117.0,,13800.0
1173,John Paul the Great Catholic University | JPCatholic,jpcatholic.edu,7.93,150,542,http://wave.webaim.org/report?url=https://jpcatholic.edu/,9,1,31,57,38,14,John Paul the Great Catholic University,Escondido,CA,3,4,2,0.7677,0.0,45863.0,,27100.0,27100.0,0.36,1,31063.0,274.0,,32802.0
1174,"Oklahoma Technical College | OTC | Technical College | Tulsa, OK",oklahomatechnicalcollege.com,4.53,457,1238,http://wave.webaim.org/report?url=www.oklahomatechnicalcollege.com/,12,6,27,46,34,332,Oklahoma Technical College,Tulsa,OK,1,1,2,,0.0,,33922.0,,,1.0,2,,293.0,,29574.0
1175,"Whitworth University | A Christian university in Spokane, Washington",whitworth.edu/cms,4.02,95,429,http://wave.webaim.org/report?url=https://www.whitworth.edu/cms/,20,6,26,3,28,12,Whitworth University-Adult Degree Programs,Spokane,WA,3,3,2,1.0,0.0,,,,,1.0,1,,262.0,,
1176,Regional and Online Programs | Springfield College,springfield.edu/regional-and-online,4.82,106,1192,http://wave.webaim.org/report?url=https://springfield.edu/regional-and-online,2,1,6,25,32,40,Springfield College-Regional Online and Continuing Education,Springfield,MA,3,4,2,,0.0,,,,,1.0,1,,446.0,,
1177,"Panache Academy of Beauty / Cosmetology, Barbering, Aesthetics, Manicurist | lake delton,cosmetology, aesthetician , nail tech , manicurist, barber, barbering, manager course, degree, major , aesthetics, skin care, hair",panacheacademyofbeauty.com,3.73,120,386,http://wave.webaim.org/report?url=panacheacademyofbeauty.com/,3,40,13,10,54,0,Panache Academy of Beauty,Baraboo,WI,1,1,3,,0.0,,16367.0,,,,3,,31.0,,13522.0
1178,Rocky Mountain University |,rm.edu,4.92,394,2398,http://wave.webaim.org/report?url=https://rm.edu/,53,2,143,25,143,28,Rocky Mountain University of Health Professions,Provo,UT,4,4,3,,0.0,,,,,0.84,1,,,,
1179,Home | Mysite,reflectionsacademyofbeauty.com,3.22,208,1252,http://wave.webaim.org/report?url=www.reflectionsacademyofbeauty.com/,1,35,70,10,27,65,Reflections Academy of Beauty,Decatur,IL,1,1,3,,0.0,,14838.0,,,,3,,29.0,,10671.0
1180,"Larry's Barber College | Larry Roberts, Jr. | 5 locations",larrysbarbercollege.com,5.43,116,580,http://wave.webaim.org/report?url=https://www.larrysbarbercollege.com/,6,5,33,6,17,49,Larry's Barber College,Chicago,IL,1,1,3,,0.0,,19500.0,,,,3,,99.0,,15114.0
1181,"Larry's Barber College | Larry Roberts, Jr. | 5 locations",larrysbarbercollege.com,5.43,116,580,http://wave.webaim.org/report?url=https://www.larrysbarbercollege.com/,6,5,33,6,17,49,Larry's Barber College,Chicago,IL,1,0,3,,0.0,,,,,,3,,28.0,,
1182,Toledo Nursing School | Athena Career Academy,athenacareers.edu,5.32,93,879,http://wave.webaim.org/report?url=www.athenacareers.edu/,1,4,33,14,38,3,Athena Career Academy,Toledo,OH,1,2,3,1.0,0.0,,25335.0,,,1.0,2,,338.0,,22668.0
1183,F.I.R.S.T. Institute | Digital Media School,first.edu,2.82,352,1026,http://wave.webaim.org/report?url=www.first.edu/,1,23,58,25,40,205,Florida Institute of Recording Sound and Technology,Orlando,FL,1,1,3,,0.0,,,,,,3,,278.0,,
1184,"Cosmetology & Beauty School in Reno, NV | Paul Mitchell",paulmitchell.edu/reno,2.52,77,450,http://wave.webaim.org/report?url=paulmitchell.edu/reno,0,3,16,14,26,18,Paul Mitchell the School-Reno,Reno,NV,1,1,3,,0.0,,26323.0,,,,3,,226.0,,22332.0
1185,Barber School in Idaho | Boise Barber College,boisebarbercollege.com,5.22,140,598,http://wave.webaim.org/report?url=boisebarbercollege.com/,21,17,6,9,33,54,Boise Barber College,Boise,ID,1,1,3,,0.0,,16813.0,,,,3,,58.0,,12265.0
1186,FVI School of Nursing | Healthcare Programs | Technology Programs,fvi.edu,4.22,471,1118,http://wave.webaim.org/report?url=www.fvi.edu/,3,40,78,45,57,248,FVI School of Nursing and Technology,Miami,FL,1,1,3,,0.0,,34185.0,,,0.5263,2,,558.0,,29004.0
1187,Home,academydifirenze.com,16.15,33,213,http://wave.webaim.org/report?url=www.academydifirenze.com/,0,3,20,7,3,0,Academy di Firenze,Jerome,ID,1,1,3,,0.0,,14831.0,,,,3,,15.0,,10976.0
1188,Accredited Online College for Bachelor’s and Master’s Degrees | CSU Global,csuglobal.edu,4.62,387,1433,http://wave.webaim.org/report?url=https://csuglobal.edu/,1,2,41,61,77,205,Colorado State University-Global Campus,Aurora,CO,3,4,1,0.9826,1.0,18869.0,,8400.0,8400.0,0.2551,1,,7528.0,14954.0,
1189,Healthcare Training Institute | Medical Career Institute | Ocean Township,mcinj.edu,2.92,167,810,http://wave.webaim.org/report?url=www.mcinj.edu/,0,25,26,9,21,86,Medical Career Institute,Ocean,NJ,1,1,3,,0.0,,22322.0,,,,2,,162.0,,16741.0
1190,School of Missionary Aviation | SMAT,smat.edu,5.92,84,504,http://wave.webaim.org/report?url=www.smat.edu/,2,2,16,11,31,22,School of Missionary Aviation Technology,Ionia,MI,1,1,2,,0.0,,17077.0,,,,2,,22.0,,15285.0
1191,California Miramar University,calmu.edu,3.42,599,1788,http://wave.webaim.org/report?url=www.calmu.edu/,27,0,23,92,85,372,California Miramar University,San Diego,CA,3,4,3,0.5833,0.0,20578.0,,9994.0,9994.0,,1,,91.0,,16224.0
1192,BCTC,berkscareer.com,5.42,339,1996,http://wave.webaim.org/report?url=www.berkscareer.com/,13,52,43,18,137,76,Berks Career & Technology Center,Leesport,PA,1,1,1,,0.0,,17203.0,,,,3,,57.0,11667.0,
1193,Top Nails & Hair Beauty School Utah,topbeautyschoolutah.com,6.03,60,406,http://wave.webaim.org/report?url=www.topbeautyschoolutah.com/,2,8,3,11,34,2,Top Nails & Hair Beauty School,Taylorsville,UT,1,1,3,,0.0,,,,,,3,,109.0,,
1194,Helms College,helms.edu,4.44,212,659,http://wave.webaim.org/report?url=www.helms.edu/,27,40,57,4,53,31,Helms College,Macon,GA,1,2,2,,0.0,23176.0,,13460.0,13460.0,1.0,2,,280.0,,17733.0
1195,Institute of Health Sciences - Online Allied Health Programs,iohs.org,3.52,117,562,http://wave.webaim.org/report?url=www.iohs.org/,3,20,11,17,54,12,Institute of Health Sciences,Hunt Valley,MD,1,1,3,,0.0,27600.0,,15100.0,15100.0,,3,,99.0,,24212.0
1196,Xavier College School of Nursing,xavier-college.com,4.42,25,146,http://wave.webaim.org/report?url=www.xavier-college.com/,2,0,8,5,10,0,Xavier College School of Nursing,Stockton,CA,1,1,3,,0.0,,20643.0,,,,3,,82.0,,18464.0
1197,"Kaizen Beauty Academy - Pembroke Pines, Florida",kba.edu,4.32,176,820,http://wave.webaim.org/report?url=www.kba.edu/,3,5,60,22,44,42,Kaizen Beauty Academy,Pembroke Pines,FL,1,1,3,,0.0,,21095.0,,,,3,,109.0,,17938.0
1198,New York State Barber School | Sharp Edgez Barber Institute,sharpedgez.com,2.52,65,367,http://wave.webaim.org/report?url=www.sharpedgez.com/,2,9,22,25,3,4,Sharp Edgez Barber Institute,Rochester,NY,1,1,3,,0.0,,14818.0,,,,3,,33.0,,10411.0
1199,"Prestige Health & Beauty Sciences Academy | Prestige Health & Beauty Sciences Academy - phabsa.com - Start a rewarding career in Beauty industry or Healthcare: Cosmetology, Nail Technician, Skin Care/Facial, Dental Assisting, Medical Assisting, Massage Therapy an more!",phabsa.com,2.83,45,194,http://wave.webaim.org/report?url=phabsa.com/,9,7,2,4,22,1,Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,1,1,3,,0.0,,8620.0,,,,3,,37.0,,4490.0
1200,"City Pointe Beauty Academy | A Redken Premier Beauty School offering Cosmetology, Massage, Esthetics & Nail Tech classes with a full service salon open to the public, serving Webb City, Joplin and the Four-State Area. Cosmetology School, Esthetician School, Massage Therapy School.",citypointebeauty.com,2.75,64,404,http://wave.webaim.org/report?url=www.citypointebeauty.com/,16,1,9,3,23,12,City Pointe Beauty Academy,Webb City,MO,1,1,3,,0.0,,14709.0,,,,3,,93.0,,9041.0
1201,Trenz Beauty Academy | Cosmetology School |Calumet City | Chicago,trenzbeautyacademy.com,4.62,47,223,http://wave.webaim.org/report?url=www.trenzbeautyacademy.com/,3,5,12,7,17,3,Trenz Beauty Academy,Calumet City,IL,1,1,3,,0.0,,17273.0,,,,3,,250.0,,12542.0
1202,Home - Network Barber College,networksbarbercollege.com,7.95,189,1043,http://wave.webaim.org/report?url=www.networksbarbercollege.com/,11,3,28,16,46,85,Networks Barber College,Calumet City,IL,1,1,3,,0.0,,19043.0,,,,3,,37.0,,14913.0
1203,"Healthcare school | Miami, FL - More Tech Institute",moretechinstitute.edu,6.03,193,1447,http://wave.webaim.org/report?url=moretechinstitute.edu/,14,51,10,17,48,53,More Tech Institute,Hialeah,FL,1,1,3,,0.0,,32093.0,,,,3,,36.0,,25748.0
1204,AGM University,agmu.edu,3.04,112,715,http://wave.webaim.org/report?url=www.agmu.edu/,15,4,24,13,33,23,Ana G. Mendez University,Orlando,FL,3,4,2,,1.0,19627.0,,5080.0,7996.0,,1,,1257.0,,14111.0
1205,"Home - Standard Healthcare Services, Inc.",standardcollege.edu,4.22,304,1168,http://wave.webaim.org/report?url=https://www.standardcollege.edu/,17,39,53,11,84,100,Standard Healthcare Services-College of Nursing,Falls Church,VA,1,2,3,0.5067,0.0,,32302.0,,,0.4762,2,,441.0,,27095.0
1206,LaBarberia Institute | Barber School | Esthetics School,labarberiainstitute.com,3.22,102,417,http://wave.webaim.org/report?url=www.labarberiainstitute.com/,4,21,21,17,39,0,LaBarberia Institute of Hair,Mayfield Hts,OH,1,1,3,,0.0,,17450.0,,,,2,,69.0,,12030.0
1207,"Lawrence and Company College of Cosmetology Selma, CA",lawrencecosmetology.com,1.92,33,151,http://wave.webaim.org/report?url=www.lawrencecosmetology.com/,9,2,16,0,6,0,Lawrence & Company College of Cosmetology,Selma,CA,1,1,3,,0.0,,22397.0,,,,3,,33.0,,17234.0
1208,"Cosmetology & Beauty School Schenectady, NY | Paul Mitchell",paulmitchell.edu/schenectady,2.72,84,473,http://wave.webaim.org/report?url=paulmitchell.edu/schenectady,0,3,17,18,27,19,Paul Mitchell the School-Schenectady,Schenectady,NY,1,1,3,,0.0,,28868.0,,,,3,,109.0,,25519.0
1209,"MedQuest | Dental/Medical, MERT, Nursing & Sonography School",medquestcollege.edu,6.53,139,685,http://wave.webaim.org/report?url=medquestcollege.edu/,6,0,35,15,39,44,MedQuest College,Louisville,KY,1,2,3,,0.0,,18893.0,,,0.5294,2,,337.0,,14092.0
1210,Tintseattlecosmetologyschool.com,tintseattlecosmetologyschool.com,2.52,9,30,http://wave.webaim.org/report?url=tintseattlecosmetologyschool.com/,1,3,0,0,5,0,Tint School of Makeup & Cosmetology-Seattle,Seattle,WA,1,1,3,,0.0,,14778.0,,,,3,,72.0,,8508.0
1211,University of West Los Angeles,uwla.edu,3.82,369,940,http://wave.webaim.org/report?url=www.uwla.edu/,0,1,65,26,69,208,University of West Los Angeles,Inglewood,CA,4,4,3,,0.0,,,,,0.2,1,,3.0,,
1212,University of West Los Angeles,uwla.edu,3.82,369,940,http://wave.webaim.org/report?url=www.uwla.edu/,0,1,65,26,69,208,University of West Los Angeles - Chatsworth,Chatsworth,CA,0,0,3,,,,,,,,1,,,,
1213,"About Our Beauty School in Phoenix, AZ | Aveda Institutes",avedainspiregreatness.com/phoenix-campus,2.52,280,1193,http://wave.webaim.org/report?url=avedainspiregreatness.com/phoenix-campus/,20,1,52,49,60,98,Aveda Institute-Phoenix,Tempe,AZ,1,1,3,,0.0,,20650.0,,,,3,,127.0,,17139.0
1214,"Cosmetology & Beauty School in Toledo, OH | Paul Mitchell",paulmitchell.edu/toledo,2.42,78,431,http://wave.webaim.org/report?url=https://paulmitchell.edu/toledo,0,3,17,14,26,18,Paul Mitchell the School-Toledo,Sylvania,OH,1,1,3,,0.0,,21511.0,,,,3,,161.0,,16806.0
1215,Aparicio-Levy Technical College / Homepage,hillsboroughschools.org/altc,6.23,1510,3074,http://wave.webaim.org/report?url=https://www.hillsboroughschools.org/altc,0,18,30,24,88,1350,Aparicio-Levy Technical College,Tampa,FL,1,1,1,,0.0,,,,,,3,,199.0,,
1216,Computer Training School | Vocational School Los Angeles - ABCO Tech,abcotechnology.edu,6.74,188,751,http://wave.webaim.org/report?url=www.abcotechnology.edu/,15,7,44,31,63,28,ABCO Technology,Inglewood,CA,1,1,3,,0.0,,20096.0,,,,3,,74.0,,16055.0
1217,California Intercontinental University | Accredited Online Degree Programs,caluniversity.edu,3.02,401,2030,http://wave.webaim.org/report?url=https://www.caluniversity.edu/,9,22,28,16,87,239,California Intercontinental University,Irvine,CA,3,4,3,,1.0,,,10805.0,10805.0,0.0,1,,161.0,,
1218,Atlantis University | Global Focus College in Miami,atlantisuniversity.edu,8.24,78,580,http://wave.webaim.org/report?url=www.atlantisuniversity.edu/,1,12,22,8,22,13,Atlantis University,Miami,FL,3,4,3,,0.0,24942.0,,10800.0,10800.0,0.4681,1,,121.0,,19807.0
1219,Missions College – Bethany Global University,bethanygu.edu,5.22,296,2389,http://wave.webaim.org/report?url=https://www.bethanygu.edu/,22,41,60,44,83,46,Bethany Global University,Bloomington,MN,3,4,2,0.8659,0.0,27284.0,,15450.0,15450.0,0.1667,1,,313.0,,21180.0
1220,Homepage - United International College,uinternational.edu,7.03,323,1419,http://wave.webaim.org/report?url=www.uinternational.edu/,28,29,127,59,57,23,United International College,Miramar,FL,2,3,3,,0.0,22447.0,,8907.0,8907.0,,1,,56.0,,22447.0
1221,Entourage Institute of Beauty and Esthetics - Davines Professional Academy of Beauty & Business,davinesproacademy.edu,5.02,250,1308,http://wave.webaim.org/report?url=davinesproacademy.edu/,24,33,24,40,115,14,Davines Professional Academy of Beauty and Business,Lincoln,NE,1,1,3,,0.0,,17855.0,,,,2,,38.0,,13916.0
1222,Oxford College | Emory University | Atlanta GA,oxford.emory.edu,3.52,118,495,http://wave.webaim.org/report?url=www.oxford.emory.edu/,8,5,9,21,28,47,Emory University-Oxford College,Oxford,GA,2,2,2,0.2417,0.0,72604.0,,53868.0,53868.0,0.9429,2,56616000.0,947.0,,31319.0
1223,Graduate Psychology Programs in New Orleans | TCSPP,thechicagoschool.edu/new-orleans,9.03,231,1405,http://wave.webaim.org/report?url=https://www.thechicagoschool.edu/new-orleans/,0,3,13,21,50,144,The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,4,0,2,,0.0,,,,,,1,303487.0,,,
1224,"Cosmetology & Beauty School Annapolis, MD | Paul Mitchell",paulmitchell.edu/annapolis,2.62,77,421,http://wave.webaim.org/report?url=paulmitchell.edu/annapolis,0,3,16,14,26,18,The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,1,1,3,,0.0,,25248.0,,,,3,,191.0,,21795.0
1225,Arclabs Welding School | Welding Career | Learn Welding,arclabs.edu,4.72,237,671,http://wave.webaim.org/report?url=https://www.arclabs.edu/,10,2,26,56,41,102,Arclabs,Piedmont,SC,1,1,3,,0.0,,25848.0,,,,3,,552.0,,21050.0
1226,Home | BUSINESS NAME,topofthelinebarbercollege.edu,4.33,89,427,http://wave.webaim.org/report?url=www.topofthelinebarbercollege.edu/,4,0,6,3,19,57,Top of the Line Barber College,Charleston,SC,1,1,3,,0.0,,21885.0,,,,3,,49.0,,17096.0
1227,Midfield Institute of Cosmetology (MIC) – Institute of Cosmetology,midfieldic.edu,4.12,232,814,http://wave.webaim.org/report?url=www.midfieldic.edu/,11,12,29,29,75,76,Midfield Institute of Cosmetology,Midfield,AL,1,1,2,,0.0,,15360.0,,,,3,,17.0,,9784.0
1228,Dalton Institute Home Page,daltoninstitute.com,3.63,95,423,http://wave.webaim.org/report?url=www.daltoninstitute.com/,3,36,20,12,16,8,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,1,1,3,,0.0,,,,,,3,,77.0,,
1229,Alhambra Medical University - Doctorate in Acupuncture and Integrative Medicine,amu.edu,3.52,315,1236,http://wave.webaim.org/report?url=www.amu.edu/,9,12,29,26,35,204,Alhambra Medical University,Alhambra,CA,4,4,3,,0.0,,,,,,1,,43.0,,
1230,Abraham Lincoln University | Earn Your Law Degree Online,alu.edu,4.93,311,1796,http://wave.webaim.org/report?url=https://www.alu.edu/,14,30,41,46,72,108,Abraham Lincoln University,Glendale,CA,1,4,3,,1.0,,,6400.0,6400.0,0.0,1,,69.0,,
1231,"Personal Training School New York, Certificate Programs – FOCUS",fpti.edu,3.62,353,1250,http://wave.webaim.org/report?url=www.fpti.edu/,8,80,83,77,45,60,Focus Personal Training Institute,New York,NY,1,1,3,,0.0,,24488.0,,,,3,,79.0,,22047.0
1232,Home | Fosbre Academy of Hair Design,fosbre-academy.com,2.82,168,733,http://wave.webaim.org/report?url=www.fosbre-academy.com/,3,53,32,6,25,49,Fosbre Academy of Hair Design,Olympia,WA,1,1,3,,0.0,,13303.0,,,,3,,98.0,,10707.0
1233,NPTI Orlando | National Personal Training Institute Florida,nptiflorida.edu/npti-orlando,2.92,88,549,http://wave.webaim.org/report?url=nptiflorida.edu/npti-orlando/,13,2,17,6,32,18,National Personal Training Institute,Orlando,FL,1,1,3,,0.0,,14703.0,,,,3,,32.0,,12465.0
1234,Mission Beauty Institute – Financial Aid Available for Those Who Qualify,missionbeautyinstitute.com,2.22,91,551,http://wave.webaim.org/report?url=www.missionbeautyinstitute.com/,8,3,10,19,19,32,Mission Beauty Institute,Mission,TX,1,1,3,,0.0,,14929.0,,,,3,,12.0,,11020.0
1235,Indiana Wellness College - Massage And Esthetics College in Indiana,indianawellnesscollege.edu,5.43,116,742,http://wave.webaim.org/report?url=https://www.indianawellnesscollege.edu/,7,24,17,21,15,32,Indiana Wellness College,Indianapolis,IN,1,1,3,0.7829,0.0,,,,,,3,,138.0,,
1236,Burrell College of Osteopathic Medicine,burrell.edu,10.73,287,1399,http://wave.webaim.org/report?url=https://burrell.edu/,13,4,28,14,89,139,Burrell College of Osteopathic Medicine,Las Cruces,NM,4,4,3,,0.0,,,,,,1,,,,
1237,Christian Chefs International - Christian Culinary Academy,christianculinary.org,3.02,47,314,http://wave.webaim.org/report?url=https://www.christianculinary.org/,7,6,15,7,12,0,Christian Culinary Academy,Cannon Beach,OR,1,0,2,0.75,0.0,,,,,,3,,14.0,,
1238,The world's first tuition-free online university University of the People,uopeople.edu,2.82,242,1413,http://wave.webaim.org/report?url=www.uopeople.edu/,24,4,60,40,62,52,University of the People,Pasadena,CA,2,4,2,,1.0,,,1200.0,1200.0,,1,,7372.0,,
1239,"Cosmetology & Beauty School in Nampa, ID | Paul Mitchell",paulmitchell.edu/nampa,2.72,137,610,http://wave.webaim.org/report?url=paulmitchell.edu/nampa,0,3,32,17,27,58,Paul Mitchell the School-Nampa,Nampa,ID,1,1,3,,0.0,,24263.0,,,,3,,148.0,,19791.0
1240,Clovis Community College,cloviscollege.edu,3.32,310,995,http://wave.webaim.org/report?url=www.cloviscollege.edu/,5,18,21,42,74,150,Clovis Community College,Fresno,CA,2,2,1,,0.0,10355.0,,1304.0,8264.0,0.3594,2,185966.0,7115.0,1643.0,
1241,Caribbean Aviation Training Institute - Home,caribav.com,3.62,139,962,http://wave.webaim.org/report?url=www.caribav.com/,13,7,63,25,22,9,Caribbean Aviation Training Institute Inc,Carolina,PR,1,1,3,,0.0,13827.0,,11065.0,11065.0,,3,,217.0,,8566.0
1242,MASTER'S BARBER COLLEGE – BARBERS AND HAIR STYLISTS,mastersbarbercollege.edu,4.72,46,359,http://wave.webaim.org/report?url=mastersbarbercollege.edu/,2,0,11,8,17,8,Master's Barber & Styling College,Old Hickory,TN,1,1,3,,0.0,,17500.0,,,,3,,23.0,,12504.0
