wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
case.edu,5.13,143,459,1,3,15,19,21,84,Case Western Reserve University,Cleveland,OH,Bachelor's,Graduate,Private nonprofit,0.3024,Not online only,54532,54532,0.7515,4-year,1850806000,5697,37702,71878,Better than Average
coastline.edu,2.92,385,1186,3,19,10,16,54,283,Coastline Community College,Fountain Valley,CA,Associate,Associate,Public,,Not online only,1170,8010,0.1756,2-year,2901905,5719,6210,14743,Better than Average
fvtc.edu,4.33,178,1155,0,38,15,17,50,58,Fox Valley Technical College,Appleton,WI,Certificate,Associate,Public,,Not online only,4746,6861,1,2-year,,5758,11292,15516,Better than Average
du.edu,4.72,267,860,3,2,59,34,76,93,University of Denver,Denver,CO,Bachelor's,Graduate,Private nonprofit,0.6363,Not online only,54819,54819,0.503,4-year,772073079,5771,32618,71341,Better than Average
volstate.edu,7.75,489,3086,21,0,108,29,251,80,Volunteer State Community College,Gallatin,TN,Associate,Associate,Public,,Not online only,4384,17200,1,2-year,5783997,5796,6645,13332,Better than Average
cloviscollege.edu,3.32,310,995,5,18,21,42,74,150,Clovis Community College,Fresno,CA,Associate,Associate,Public,,Not online only,1304,8504,0.3728,2-year,221157,6006,2679,11061,Better than Average
stcloudstate.edu,4.33,143,603,21,17,14,22,44,25,Saint Cloud State University,Saint Cloud,MN,Bachelor's,Graduate,Public,0.9432,Not online only,9170,18010,0.6337,4-year,33900000,6054,14300,19875,Better than Average
oswego.edu,4.53,130,640,0,0,4,13,50,63,State University of New York at Oswego,Oswego,NY,Bachelor's,Graduate,Public,0.7965,Not online only,8769,18679,0.6475,4-year,43195067,6095,14582,24314,Better than Average
uagm.edu,2.92,521,1814,13,1,38,49,168,252,Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,Bachelor's,Graduate,Private nonprofit,,Not online only,5820,5820,1,4-year,24183469,6116,6734,13072,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Online,Orchard Park,NY,Associate,Bachelor's,Private for-profit,,Online only,15294,15294,0.1128,4-year,,6211,16388,20281,Better than Average
century.edu,4.13,368,1609,1,21,10,61,50,225,Century College,White Bear Lake,MN,Associate,Associate,Public,,Not online only,5907,5907,0.4218,2-year,4067000,6270,10228,14530,Better than Average
hccc.edu,2.92,139,712,3,1,21,14,35,65,Hudson County Community College,Jersey City,NJ,Associate,Associate,Public,,Not online only,4814,11798,1,2-year,,6286,4717,12240,Better than Average
elon.edu,4.42,156,567,2,2,17,35,36,64,Elon University,Elon,NC,Bachelor's,Graduate,Private nonprofit,0.7771,Not online only,38725,38725,0.7894,4-year,259166993,6302,39437,54519,Better than Average
tmcc.edu,4.73,789,2175,1,26,32,34,156,540,Truckee Meadows Community College,Reno,NV,Associate,Bachelor's,Public,,Not online only,2934,10620,0.9803,4-year,10592000,6307,4863,13898,Better than Average
greenriver.edu,3.32,185,943,0,6,32,16,64,67,Green River College,Auburn,WA,Associate,Bachelor's,Public,,Not online only,4332,4794,1,4-year,18932067,6330,8573,15763,Better than Average
salisbury.edu,3.32,230,856,0,2,15,28,50,135,Salisbury University,Salisbury,MD,Bachelor's,Graduate,Public,0.8646,Not online only,10188,20458,0.7089,4-year,72171385,6455,18706,25092,Better than Average
forsythtech.edu,5.13,132,788,5,5,28,27,36,31,Forsyth Technical Community College,Winston-Salem,NC,Certificate,Associate,Public,,Not online only,2152,7168,1,2-year,1118059,6465,5631,10809,Better than Average
triton.edu,4.22,232,1092,18,24,8,12,81,89,Triton College,River Grove,IL,Associate,Associate,Public,,Not online only,4620,13980,0.2794,2-year,366349,6500,4731,11281,Better than Average
yale.edu,2.12,248,652,4,1,2,32,47,162,Yale University,New Haven,CT,Bachelor's,Graduate,Private nonprofit,0.0531,Not online only,59950,59950,0.7381,4-year,31201686000,6535,16341,79320,Better than Average
lamission.edu,2.74,345,1456,2,1,9,30,114,189,Los Angeles Mission College,Sylmar,CA,Associate,Associate,Public,,Not online only,1238,9012,0.2975,2-year,,6538,10630,17890,Better than Average
navarrocollege.edu,4.63,151,900,10,12,25,28,54,22,Navarro College,Corsicana,TX,Associate,Associate,Public,,Not online only,2798,6368,0.3535,2-year,4328471,6565,13520,16864,Better than Average
southernct.edu,2.72,326,2301,3,33,201,19,54,16,Southern Connecticut State University,New Haven,CT,Bachelor's,Graduate,Public,0.8293,Not online only,11882,25286,0.4819,4-year,31171882,6584,18231,25602,Better than Average
gwinnetttech.edu,6.83,325,1870,0,1,17,33,64,210,Gwinnett Technical College,Lawrenceville,GA,Certificate,Associate,Public,,Not online only,3236,5636,0.2204,2-year,,6683,12953,19075,Better than Average
csuglobal.edu,4.62,387,1433,1,2,41,61,77,205,Colorado State University Global,Aurora,CO,Bachelor's,Graduate,Public,0.9603,Online only,8400,8400,0.2113,4-year,,6750,12351,17762,Better than Average
umkc.edu,4.02,126,446,4,3,24,10,34,51,University of Missouri-Kansas City,Kansas City,MO,Bachelor's,Graduate,Public,0.7598,Not online only,10599,26235,0.6202,4-year,167125774,6762,13296,22643,Better than Average
cuesta.edu,4.32,208,1131,0,11,22,51,94,30,Cuesta College,San Luis Obispo,CA,Certificate,Associate,Public,,Not online only,1338,8702,0.335,2-year,30522712,6961,11004,19119,Better than Average
jsu.edu,2.42,241,575,0,0,14,53,44,130,Jacksonville State University,Jacksonville,AL,Bachelor's,Graduate,Public,0.7634,Not online only,11120,20840,0.6823,4-year,13976189,6992,18336,22023,Better than Average
villanova.edu,4.43,322,1078,2,0,56,18,70,176,Villanova University,Villanova,PA,Bachelor's,Graduate,Private nonprofit,0.2524,Not online only,59020,59020,0.6512,4-year,797015000,7000,34784,75698,Better than Average
wtamu.edu,3.52,186,963,0,0,23,32,33,98,West Texas A & M University,Canyon,TX,Bachelor's,Graduate,Public,0.9704,Not online only,9202,11208,0.8364,4-year,92338237,7015,18060,20586,Better than Average
morgan.edu,5.03,780,1448,4,0,237,13,187,339,Morgan State University,Baltimore,MD,Bachelor's,Graduate,Public,0.871,Not online only,8008,18479,0.6609,4-year,42133253,7027,16645,23375,Better than Average
park.edu,4.13,145,832,12,9,22,22,68,12,Park University,Parkville,MO,Bachelor's,Graduate,Private nonprofit,,Not online only,12280,12280,0.1251,4-year,55963204,7131,16069,22766,Better than Average
marshall.edu,4.04,249,5560,4,14,166,14,15,36,Marshall University,Huntington,WV,Bachelor's,Graduate,Public,0.978,Not online only,8552,19606,0.7881,4-year,150073730,7175,8706,19715,Better than Average
howardcc.edu,8.43,157,1020,2,24,40,35,46,10,Howard Community College,Columbia,MD,Associate,Associate,Public,,Not online only,4080,7968,0.3015,2-year,11499692,7188,10794,14980,Better than Average
uah.edu,3.52,196,1356,12,11,22,30,60,61,University of Alabama in Huntsville,Huntsville,AL,Bachelor's,Graduate,Public,0.7367,Not online only,11488,23884,0.6538,4-year,75837207,7358,17250,24869,Better than Average
marquette.edu,3.04,256,852,7,7,23,31,87,101,Marquette University,Milwaukee,WI,Bachelor's,Graduate,Private nonprofit,0.8626,Not online only,45766,45766,0.5632,4-year,693744000,7466,29102,61292,Better than Average
nsula.edu,4.52,166,1191,9,3,20,31,59,44,Northwestern State University of Louisiana,Natchitoches,LA,Bachelor's,Graduate,Public,0.9628,Not online only,8672,19460,0.6046,4-year,16383818,7513,14657,23156,Better than Average
stanford.edu,2.82,272,764,11,9,24,58,77,93,Stanford University,Stanford,CA,Bachelor's,Graduate,Private nonprofit,0.0395,Not online only,56169,56169,0.9913,4-year,28948111000,7645,7200,70869,Better than Average
fitnyc.edu,7.04,1525,6320,4,10,12,16,500,983,Fashion Institute of Technology,New York,NY,Associate,Graduate,Public,0.5168,Not online only,5913,16493,1,4-year,41868662,7660,8985,17027,Better than Average
kbcc.cuny.edu,5.22,282,1605,2,0,36,35,67,142,CUNY Kingsborough Community College,Brooklyn,NY,Associate,Associate,Public,,Not online only,5252,8132,0.4414,2-year,2023205,7748,6358,14331,Better than Average
sunywcc.edu,6.83,437,1347,3,96,184,12,123,19,SUNY Westchester Community College,Valhalla,NY,Associate,Associate,Public,,Not online only,5374,12414,0.2584,2-year,,7917,9622,15328,Better than Average
siu.edu,4.52,111,582,20,2,9,8,25,47,Southern Illinois University-Carbondale,Carbondale,IL,Bachelor's,Graduate,Public,0.9515,Not online only,15240,15240,0.819,4-year,150174329,7973,16316,29247,Better than Average
citruscollege.edu,5.33,221,871,2,7,17,29,38,128,Citrus College,Glendora,CA,Associate,Associate,Public,,Not online only,1196,8804,0.3575,2-year,7538272,8260,5321,13090,Better than Average
faytechcc.edu,4.82,252,1092,13,1,40,16,73,109,Fayetteville Technical Community College,Fayetteville,NC,Associate,Associate,Public,,Not online only,2544,8688,0.4207,2-year,39050,8332,4081,10440,Better than Average
stockton.edu,2.12,180,373,0,18,18,26,36,82,Stockton University,Galloway,NJ,Bachelor's,Graduate,Public,0.8454,Not online only,14885,22467,0.4579,4-year,38347559,8359,18724,28450,Better than Average
collegeofthedesert.edu,3.63,176,781,3,5,32,46,19,71,College of the Desert,Palm Desert,CA,Associate,Associate,Public,,Not online only,1326,8970,0.2676,2-year,24448136,8634,11343,19173,Better than Average
tulane.edu,3.73,194,775,8,1,27,10,45,103,Tulane University of Louisiana,New Orleans,LA,Bachelor's,Graduate,Private nonprofit,0.0963,Not online only,60814,60814,0.6577,4-year,1458648000,8700,42217,78326,Better than Average
uagm.edu,2.92,521,1814,13,1,38,49,168,252,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,Bachelor's,Graduate,Private nonprofit,,Not online only,5820,5820,1,4-year,24927903,8772,6701,12812,Better than Average
columbia.edu,3.22,413,1391,0,6,10,63,77,257,Columbia University in the City of New York,New York,NY,Bachelor's,Graduate,Private nonprofit,0.0413,Not online only,63530,63530,0.4533,4-year,11257021000,8832,12836,70999,Better than Average
nd.edu,1.92,130,612,0,3,23,17,50,37,University of Notre Dame,Notre Dame,IN,Bachelor's,Graduate,Private nonprofit,0.1507,Not online only,58843,58843,0.8843,4-year,12319422000,8950,32369,76883,Better than Average
und.edu,3.64,130,810,6,1,6,20,45,52,University of North Dakota,Grand Forks,ND,Bachelor's,Graduate,Public,0.8903,Not online only,10596,15037,0.9029,4-year,261614000,8998,17424,23529,Better than Average
csustan.edu,3.02,313,1035,2,36,37,29,67,142,California State University-Stanislaus,Turlock,CA,Bachelor's,Graduate,Public,0.9476,Not online only,7644,19524,0.5114,4-year,16131357,9161,6041,17005,Better than Average
daytonastate.edu,3.22,306,1041,1,3,4,23,55,220,Daytona State College,Daytona Beach,FL,Associate,Bachelor's,Public,,Not online only,3106,11994,0.2826,4-year,15507674,9190,8867,12982,Better than Average
umaine.edu,3.92,138,1179,4,8,22,20,61,23,University of Maine,Orono,ME,Bachelor's,Graduate,Public,0.9646,Not online only,11986,33586,0.6973,4-year,341432000,9246,17067,25127,Better than Average
uww.edu,3.52,115,806,26,0,13,29,44,3,University of Wisconsin-Whitewater,Whitewater,WI,Bachelor's,Graduate,Public,0.8297,Not online only,7730,16602,0.8177,4-year,29500671,9298,14856,18358,Better than Average
bergen.edu,4.92,1288,1954,0,31,287,119,142,709,Bergen Community College,Paramus,NJ,Associate,Associate,Public,,Not online only,4573,8659,0.3223,2-year,,9587,9912,15389,Better than Average
escoffier.edu,3.52,181,1232,22,30,54,25,47,3,Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,Certificate,Associate,Private for-profit,,Not online only,,,1,2-year,,9606,10927,14740,Better than Average
uwec.edu,4.32,121,497,0,1,26,20,56,18,University of Wisconsin-Eau Claire,Eau Claire,WI,Bachelor's,Graduate,Public,0.7746,Not online only,8874,17149,0.776,4-year,51064993,9633,16884,20603,Better than Average
uccs.edu,5.22,282,1225,1,4,19,28,51,179,University of Colorado Colorado Springs,Colorado Springs,CO,Bachelor's,Graduate,Public,0.9527,Not online only,8766,21222,0.5998,4-year,,9634,14633,22367,Better than Average
occc.edu,5.43,183,1623,45,7,35,21,19,56,Oklahoma City Community College,Oklahoma City,OK,Associate,Associate,Public,,Not online only,4059,9810,1,2-year,373243,9759,5705,11449,Worse than Average
delmar.edu,5.24,278,770,3,18,41,33,60,123,Del Mar College,Corpus Christi,TX,Associate,Associate,Public,,Not online only,3320,5930,1,4-year,25404994,9779,5224,11516,Better than Average
vvc.edu,7.93,662,2069,2,38,99,65,110,348,Victor Valley College,Victorville,CA,Certificate,Associate,Public,,Not online only,1447,9233,0.1736,2-year,,9814,9987,18137,Better than Average
ut.edu,4.92,114,621,3,4,16,18,28,45,The University of Tampa,Tampa,FL,Bachelor's,Graduate,Private nonprofit,0.5355,Not online only,31274,31274,1,4-year,43579167,9838,34866,48220,Better than Average
ndsu.edu,3.82,127,809,4,14,12,17,44,36,North Dakota State University-Main Campus,Fargo,ND,Bachelor's,Graduate,Public,0.9546,Not online only,10601,15076,0.9762,4-year,508595,9932,17692,22482,Better than Average
wcu.edu,4.43,258,798,4,3,18,13,59,161,Western Carolina University,Cullowhee,NC,Bachelor's,Graduate,Public,0.7942,Not online only,4367,8367,0.7365,4-year,90606569,9980,13640,18634,Better than Average
csuohio.edu,3.82,262,652,4,52,114,34,53,5,Cleveland State University,Cleveland,OH,Bachelor's,Graduate,Public,0.9129,Not online only,11690,16653,0.4868,4-year,91754752,10208,15544,24364,Better than Average
nmsu.edu,3.62,176,764,13,0,23,33,54,53,New Mexico State University-Main Campus,Las Cruces,NM,Bachelor's,Graduate,Public,0.5726,Not online only,7301,23767,0.7125,4-year,39853338,10674,9979,19510,Better than Average
gwu.edu,3.22,206,712,0,0,13,23,46,124,George Washington University,Washington,DC,Bachelor's,Graduate,Private nonprofit,0.4971,Not online only,59870,59870,0.5319,4-year,1802656000,10929,26272,62835,Better than Average
lavc.edu,4.04,474,1934,3,1,8,25,154,283,Los Angeles Valley College,Valley Glen,CA,Associate,Associate,Public,,Not online only,1238,9012,0.2899,2-year,,11201,9622,17366,Better than Average
dcc.edu,3.82,172,709,1,6,42,24,39,60,Delgado Community College,New Orleans,LA,Certificate,Associate,Public,,Not online only,3976,3976,0.3593,2-year,3814045,11287,6942,13538,Better than Average
frontrange.edu,3.62,228,1781,4,25,49,48,83,19,Front Range Community College,Westminster,CO,Certificate,Bachelor's,Public,,Not online only,4032,15454,1,4-year,819444,11436,10987,16915,Better than Average
ccny.cuny.edu,3.32,574,1315,21,21,245,69,114,104,CUNY City College,New York,NY,Bachelor's,Graduate,Public,0.6406,Not online only,7340,15290,0.3878,4-year,318365123,11861,2061,13782,Better than Average
unomaha.edu,3.82,212,881,7,2,15,26,80,82,University of Nebraska at Omaha,Omaha,NE,Bachelor's,Graduate,Public,0.8725,Not online only,8136,21718,0.5306,4-year,86330827,12010,13452,19834,Better than Average
csueastbay.edu,5.42,1019,3459,1,1,195,202,336,284,California State University-East Bay,Hayward,CA,Bachelor's,Graduate,Public,0.8236,Not online only,6995,18875,0.4484,4-year,16921045,12047,11327,22134,Better than Average
emich.edu,3.92,110,493,2,0,15,23,36,34,Eastern Michigan University,Ypsilanti,MI,Bachelor's,Graduate,Public,0.8461,Not online only,15700,15700,0.9853,4-year,76380757,12344,16445,25802,Better than Average
uopeople.edu,2.82,242,1413,24,4,60,40,62,52,University of the People,Pasadena,CA,Bachelor's,Graduate,Private nonprofit,,Online only,1200,1200,,4-year,,12446,,,Better than Average
wku.edu,4.12,202,636,0,6,30,19,47,100,Western Kentucky University,Bowling Green,KY,Bachelor's,Graduate,Public,0.9848,Not online only,10992,27000,0.6954,4-year,16289113,12526,11691,22140,Better than Average
albany.edu,5.53,115,2008,3,0,11,28,43,30,SUNY at Albany,Albany,NY,Bachelor's,Graduate,Public,0.6799,Not online only,10408,28248,0.5888,4-year,77649961,12556,17568,26681,Better than Average
post.edu,5.82,824,5566,5,2,60,19,269,469,Post University,Waterbury,CT,Bachelor's,Graduate,Private for-profit,,Not online only,16610,16610,0.0608,4-year,,12798,22820,30234,Better than Average
sierracollege.edu,3.02,401,2264,0,6,26,47,174,148,Sierra College,Rocklin,CA,Associate,Associate,Public,,Not online only,1156,7900,0.3207,2-year,7762245,12847,2599,10481,Better than Average
santarosa.edu,3.82,165,751,0,3,49,22,41,50,Santa Rosa Junior College,Santa Rosa,CA,Associate,Associate,Public,,Not online only,1328,8170,0.2808,2-year,48900189,12916,6987,15082,Better than Average
seminolestate.edu,4.32,301,1088,8,4,29,50,45,165,Seminole State College of Florida,Sanford,FL,Certificate,Bachelor's,Public,,Not online only,3131,11456,0.3303,4-year,12320918,12983,3902,9326,Better than Average
deltacollege.edu,4.42,624,1485,6,13,47,23,110,425,San Joaquin Delta College,Stockton,CA,Associate,Associate,Public,,Not online only,1288,9072,0.4755,2-year,,13242,13760,21669,Better than Average
depaul.edu,5.32,131,819,5,5,13,23,51,34,DePaul University,Chicago,IL,Bachelor's,Graduate,Private nonprofit,0.6944,Not online only,42012,42012,0.4813,4-year,751412000,14059,29537,56733,Better than Average
uncw.edu,3.01,122,473,2,17,25,20,53,5,University of North Carolina Wilmington,Wilmington,NC,Bachelor's,Graduate,Public,0.6798,Not online only,7238,21303,0.7152,4-year,103801571,14161,19999,25235,Better than Average
missouristate.edu,9,191,704,0,1,18,33,68,71,Missouri State University-Springfield,Springfield,MO,Bachelor's,Graduate,Public,0.9385,Not online only,8294,16498,0.6661,4-year,,14210,16625,22720,Better than Average
wmich.edu,3.92,154,825,3,11,11,26,66,37,Western Michigan University,Kalamazoo,MI,Bachelor's,Graduate,Public,0.8281,Not online only,13434,16768,0.6358,4-year,401074269,14286,19195,26409,Better than Average
ccbcmd.edu,3.72,214,910,5,17,24,35,115,18,Community College of Baltimore County,Baltimore,MD,Associate,Associate,Public,,Not online only,4380,10880,0.311,2-year,8593150,14311,7673,12930,Better than Average
sunysuffolk.edu,3.63,363,773,0,0,26,41,50,246,Suffolk County Community College,Selden,NY,Associate,Associate,Public,,Not online only,6270,11740,0.3467,2-year,8416368,14594,5722,11377,Better than Average
deanza.edu,4.02,139,621,0,8,17,26,58,30,De Anza College,Cupertino,CA,Associate,Associate,Public,,Not online only,1562,10787,0.3781,2-year,13598374,14706,4740,13158,Better than Average
qc.cuny.edu,7.73,1244,2042,1,6,61,27,179,970,CUNY Queens College,Queens,NY,Bachelor's,Graduate,Public,0.6078,Not online only,7538,15488,0.4059,4-year,72640034,14859,2933,13761,Better than Average
rowan.edu,6.72,137,1271,7,28,15,18,53,16,Rowan University,Glassboro,NJ,Bachelor's,Graduate,Public,0.8377,Not online only,14376,23408,0.5032,4-year,240008342,14925,22978,31040,Better than Average
dvc.edu,8.07,243,928,1,6,78,25,73,60,Diablo Valley College,Pleasant Hill,CA,Associate,Associate,Public,,Not online only,1312,9012,0.3921,2-year,7886250,15326,5637,13436,Better than Average
northeastern.edu,3.22,334,1041,0,1,2,81,56,194,Northeastern University,Boston,MA,Bachelor's,Graduate,Private nonprofit,0.1838,Not online only,57592,57592,0.6977,4-year,1001827788,15645,34255,75732,Better than Average
boisestate.edu,5.23,111,406,0,0,1,5,37,68,Boise State University,Boise,ID,Bachelor's,Graduate,Public,0.8313,Not online only,8060,24980,0.5783,4-year,117222395,17075,17107,22693,Better than Average
fscj.edu,2.92,178,714,5,2,24,40,54,53,Florida State College at Jacksonville,Jacksonville,FL,Associate,Bachelor's,Public,,Not online only,2878,9992,0.3786,4-year,27915617,17329,3296,9059,Better than Average
keiseruniversity.edu,5.63,1030,2932,103,65,67,30,173,592,Keiser University-Ft Lauderdale,Fort Lauderdale,FL,Associate,Graduate,Private nonprofit,0.9607,Not online only,22000,22000,0.6833,4-year,,17516,36354,41424,Worse than Average
illinoisstate.edu,4.43,227,699,3,26,3,25,72,98,Illinois State University,Normal,IL,Bachelor's,Graduate,Public,0.9154,Not online only,15319,26843,0.7626,4-year,151372576,17632,20579,31753,Better than Average
mtsu.edu,4.52,92,528,5,6,24,11,26,20,Middle Tennessee State University,Murfreesboro,TN,Bachelor's,Graduate,Public,0.684,Not online only,9232,28264,0.7588,4-year,108888522,17713,12553,21437,Better than Average
towson.edu,6.43,607,1094,0,0,16,50,60,481,Towson University,Towson,MD,Bachelor's,Graduate,Public,0.8792,Not online only,10464,25516,0.5483,4-year,90321060,17817,12621,19718,Better than Average
stonybrook.edu,4.23,322,997,2,19,146,17,88,50,Stony Brook University,Stony Brook,NY,Bachelor's,Graduate,Public,0.4806,Not online only,10455,28375,0.6194,4-year,279331275,17900,16357,25860,Better than Average
bmcc.cuny.edu,6.44,115,1167,9,7,23,38,31,7,CUNY Borough of Manhattan Community College,New York,NY,Associate,Associate,Public,,Not online only,5170,8050,0.4275,2-year,7546615,18255,5065,13054,Better than Average
ku.edu,3.23,198,590,2,0,22,13,22,139,University of Kansas,Lawrence,KS,Bachelor's,Graduate,Public,0.925,Not online only,11166,28034,0.8562,4-year,1830892448,18427,18709,25021,Better than Average
appstate.edu,3.22,111,629,4,0,32,39,34,2,Appalachian State University,Boone,NC,Bachelor's,Graduate,Public,0.8469,Not online only,7410,23017,0.7725,4-year,124567354,18486,13897,20133,Better than Average
uoregon.edu,3.45,162,846,4,0,12,19,39,88,University of Oregon,Eugene,OR,Bachelor's,Graduate,Public,0.9342,Not online only,14421,40464,0.7034,4-year,912452558,18489,18699,28863,Better than Average
pitt.edu,3.62,553,1143,18,64,61,64,75,271,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,Bachelor's,Graduate,Public,0.6668,Not online only,20362,35394,0.7524,4-year,4151993760,19961,27926,34777,Better than Average
usc.edu,2.42,243,1060,3,0,26,55,73,86,University of Southern California,Los Angeles,CA,Bachelor's,Graduate,Private nonprofit,0.1251,Not online only,61503,61503,0.5866,4-year,5914358000,20619,25972,67045,Better than Average
palmbeachstate.edu,6.54,887,1738,11,4,102,65,99,606,Palm Beach State College,Lake Worth,FL,Associate,Bachelor's,Public,,Not online only,3050,10910,0.3324,4-year,19698917,20631,8999,15771,Better than Average
buffalo.edu,9.24,568,3655,0,5,252,44,100,167,University at Buffalo,Buffalo,NY,Bachelor's,Graduate,Public,0.7009,Not online only,10782,28702,0.6605,4-year,788909963,21303,19344,26550,Better than Average
uic.edu,9.05,205,744,2,1,4,12,69,117,University of Illinois Chicago,Chicago,IL,Bachelor's,Graduate,Public,0.788,Not online only,14126,28476,0.7093,4-year,380290620,22011,11329,24382,Better than Average
georgiasouthern.edu,6.34,199,1383,3,2,26,48,52,68,Georgia Southern University,Statesboro,GA,Bachelor's,Graduate,Public,0.9051,Not online only,6485,17539,0.8375,4-year,76143787,22404,15851,23023,Better than Average
arc.losrios.edu,5.53,922,2836,13,49,199,125,162,374,American River College,Sacramento,CA,Associate,Associate,Public,,Not online only,1288,10168,0.4049,2-year,,22837,6039,13465,Better than Average
wsu.edu,5.94,524,1110,9,49,23,53,39,351,Washington State University,Pullman,WA,Bachelor's,Graduate,Public,0.8577,Not online only,12417,27733,0.8286,4-year,1083966272,23966,8947,20182,Better than Average
collin.edu,2.49,179,656,5,2,43,24,42,63,Collin County Community College District,McKinney,TX,Associate,Bachelor's,Public,,Not online only,1714,5104,0.4111,4-year,13492387,24159,7894,12701,Better than Average
auburn.edu,3.33,125,651,2,0,1,16,46,60,Auburn University,Auburn,AL,Bachelor's,Graduate,Public,0.7118,Not online only,11826,31986,0.8436,4-year,784621493,24782,23258,32678,Better than Average
csn.edu,3.44,95,1045,14,2,5,15,32,27,College of Southern Nevada,Las Vegas,NV,Associate,Bachelor's,Public,,Not online only,3848,11534,1,4-year,5999000,27817,6904,13090,Better than Average
sjsu.edu,5.23,364,1242,3,3,25,59,88,186,San Jose State University,San Jose,CA,Bachelor's,Graduate,Public,0.8437,Not online only,7852,19732,0.4384,4-year,148747339,28190,13874,24198,Better than Average
csus.edu,3.22,163,431,0,0,3,11,37,112,California State University-Sacramento,Sacramento,CA,Bachelor's,Graduate,Public,0.9368,Not online only,7392,19272,0.4602,4-year,55008546,29370,6654,17561,Better than Average
ucsd.edu,3.92,180,657,7,11,20,28,49,65,University of California-San Diego,La Jolla,CA,Bachelor's,Graduate,Public,0.342,Not online only,14700,44454,0.8544,4-year,895245000,33339,14895,32719,Better than Average
csun.edu,2.82,125,653,0,5,8,26,51,35,California State University-Northridge,Northridge,CA,Bachelor's,Graduate,Public,0.881,Not online only,7043,18923,0.4428,4-year,139512006,34436,7944,19641,Better than Average
tccd.edu,2.82,57,369,0,0,5,16,28,8,Tarrant County College District,Fort Worth,TX,Associate,Associate,Public,,Not online only,1728,8235,0.3731,2-year,,35075,6326,11591,Better than Average
dallascollege.edu/pages/default.aspx,6.64,270,1202,6,4,16,14,87,143,Dallas College,Dallas,TX,Associate,Associate,Public,,Not online only,2370,6000,0.3872,4-year,,42033,3704,9834,Better than Average
lonestar.edu,6.83,154,856,6,3,20,28,60,37,Lone Star College System,The Woodlands,TX,Associate,Associate,Public,,Not online only,2160,6168,1,4-year,18250025,49093,8654,14166,Better than Average
gcu.edu,4.33,824,1369,6,1,40,54,48,675,Grand Canyon University,Phoenix,AZ,Bachelor's,Graduate,Private for-profit,0.8284,Not online only,17800,17800,0.0868,4-year,,64210,21176,31393,Better than Average
snhu.edu,4.72,225,844,1,0,21,20,72,111,Southern New Hampshire University,Manchester,NH,Bachelor's,Graduate,Private nonprofit,0.9207,Not online only,15380,15380,1,4-year,42185446,119248,22873,27322,Better than Average
acchs.edu,7.63,329,1259,16,47,28,53,52,133,Academy of Chinese Culture and Health Sciences,Oakland,CA,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,,,,,Better than Average
ucsf.edu,3.02,526,1305,0,2,19,64,95,346,University of California-San Francisco,San Francisco,CA,Graduate,Graduate,Public,,Not online only,,,0.6283,4-year,1779820000,,,,Better than Average
cdsp.edu,8.43,169,832,6,1,15,8,52,87,Church Divinity School of the Pacific,Berkeley,CA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.5,4-year,24236889,,,,Better than Average
emperors.edu,2.42,65,657,1,0,13,15,36,0,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,Graduate,Graduate,Private for-profit,,Not online only,,,,4-year,,,,,Better than Average
msmu.edu,4.52,460,1565,4,2,10,96,74,274,Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,,,Private nonprofit,,,45388,45388,,4-year,,,,,Better than Average
deltacollege.edu,4.42,624,1485,6,13,47,23,110,425,San Joaquin General Hospital School of Radiation Technology,French Camp,CA,,,Public,,,1288,9072,,2-year,,,,,Better than Average
sbbcollege.edu,3.63,127,472,26,8,4,12,30,47,Santa Barbara Business College - Ventura,Ventura,CA,,,Private for-profit,,,11558,11558,,4-year,,,,,Better than Average
sbbcollege.edu,3.42,127,472,26,8,4,12,30,47,Santa Barbara Business College - Ventura,Ventura,CA,,,Private for-profit,,,11558,11558,,4-year,,,,,Better than Average
sksm.edu,5.32,156,1105,30,10,32,16,46,22,Starr King School for the Ministry,Oakland,CA,Graduate,Graduate,Private nonprofit,,Online only,,,0.6452,4-year,5945771,,,,Worse than Average
ketchum.edu,7.07,309,1131,12,17,38,29,65,148,Marshall B Ketchum University,Fullerton,CA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.7383,4-year,8413000,,,,Better than Average
